Incident Number,Status,DateTime,Priority,Weight,Owner
2504,Resolved,02/01/2023 09:01:02,1,8,ACN
2504,Resolved,23/01/2023 07:52:38,1,8,ACN
2504,Resolved,18/01/2023 00:02:48,1,8,ACN
2504,Resolved,11/12/2022 06:33:27,1,8,ACN
2504,Resolved,22/01/2023 15:41:40,1,8,ACN
2505,New,31/01/2023 11:29:14,2,5,DT
2505,In-progress,01/02/2023 00:36:07,2,5,DT
2505,In-progress,17/01/2023 05:07:43,2,5,ACN
2505,Resolved,03/01/2023 01:51:17,2,5,ACN
2505,Resolved,28/12/2022 23:30:55,2,5,ACN
2505,Resolved,16/01/2023 21:31:19,2,5,ACN
2505,Resolved,13/02/2023 04:10:59,2,5,ACN
2505,Resolved,11/01/2023 23:47:30,2,5,ACN
2505,Resolved,16/12/2022 11:14:35,2,5,ACN
2505,Resolved,15/02/2023 22:15:13,2,5,ACN
2505,Resolved,31/12/2022 17:22:31,2,5,ACN
2505,Resolved,27/02/2023 04:59:11,2,5,ACN
2505,Resolved,17/02/2023 20:48:11,2,5,ACN
2505,Resolved,08/12/2022 19:47:06,2,5,ACN
2505,Resolved,25/02/2023 15:55:58,2,5,ACN
2505,Resolved,16/02/2023 20:43:43,2,5,ACN
2506,New,01/01/2023 03:41:56,2,5,DT
2506,In-progress,14/12/2022 14:27:16,2,5,DT
2506,In-progress,23/02/2023 01:03:51,2,5,ACN
2506,Resolved,15/01/2023 10:43:40,2,5,ACN
2506,Closed,09/01/2023 10:48:39,2,5,ACN
2507,New,27/12/2022 21:41:59,3,3,DT
2507,In-progress,22/02/2023 17:31:22,3,3,DT
2507,In-progress,10/01/2023 18:19:45,3,3,ACN
2507,Resolved,18/02/2023 05:43:30,3,3,ACN
2507,Resolved,19/02/2023 19:30:03,3,3,ACN
2507,Resolved,25/02/2023 08:26:49,3,3,ACN
2508,New,18/01/2023 14:42:03,1,8,DT
2508,In-progress,11/02/2023 00:13:44,1,8,DT
2508,In-progress,05/01/2023 19:49:42,1,8,ACN
2508,Resolved,24/12/2022 03:18:22,1,8,ACN
2508,Resolved,21/02/2023 11:48:57,1,8,ACN
2508,Resolved,14/12/2022 07:18:46,1,8,ACN
2508,Resolved,10/01/2023 02:48:32,1,8,ACN
2508,Resolved,09/02/2023 10:35:23,1,8,ACN
2508,Resolved,20/02/2023 02:14:01,1,8,ACN
2508,Resolved,13/12/2022 23:50:05,1,8,ACN
2508,Resolved,23/01/2023 09:50:10,1,8,ACN
2508,Resolved,08/01/2023 19:49:21,1,8,ACN
2508,Resolved,02/01/2023 05:57:06,1,8,ACN
2508,Resolved,05/12/2022 22:01:11,1,8,ACN
2508,Resolved,21/01/2023 19:34:01,1,8,ACN
2508,Resolved,11/01/2023 07:40:48,1,8,ACN
2508,Resolved,14/01/2023 22:20:47,1,8,ACN
2508,Resolved,30/12/2022 03:30:43,1,8,ACN
2508,Resolved,07/01/2023 13:38:55,1,8,ACN
2508,Resolved,09/02/2023 21:31:07,1,8,ACN
2508,Resolved,29/01/2023 00:47:14,1,8,ACN
2509,New,07/12/2022 21:17:54,4,2,DT
2509,In-progress,08/02/2023 05:45:35,4,2,DT
2509,In-progress,23/12/2022 07:29:57,4,2,ACN
2509,Resolved,09/01/2023 22:07:20,4,2,ACN
2509,Resolved,27/02/2023 04:40:34,4,2,ACN
2509,Resolved,11/02/2023 11:12:12,4,2,ACN
2509,Resolved,17/01/2023 21:39:29,4,2,ACN
2509,Resolved,29/12/2022 04:56:40,4,2,ACN
2510,New,17/02/2023 00:51:05,3,3,DT
2510,In-progress,02/01/2023 15:32:50,3,3,DT
2510,In-progress,11/02/2023 07:00:46,3,3,ACN
2510,Resolved,05/12/2022 16:29:46,3,3,ACN
2510,Resolved,11/01/2023 10:58:42,3,3,ACN
2510,Resolved,15/02/2023 05:52:40,3,3,ACN
2510,Resolved,13/12/2022 23:01:46,3,3,ACN
2510,Resolved,01/12/2022 01:29:00,3,3,ACN
2510,Resolved,08/02/2023 23:18:04,3,3,ACN
2510,Resolved,01/01/2023 08:46:59,3,3,ACN
2510,Resolved,19/01/2023 04:20:33,3,3,ACN
2510,Resolved,20/12/2022 06:39:22,3,3,ACN
2510,Closed,15/12/2022 11:52:23,3,3,ACN
2511,New,10/02/2023 22:41:36,5,1,DT
2511,In-progress,10/12/2022 21:55:53,5,1,DT
2511,In-progress,27/12/2022 14:28:13,5,1,ACN
2511,Resolved,15/02/2023 03:13:44,5,1,ACN
2511,Resolved,28/01/2023 06:36:10,5,1,ACN
2511,Resolved,14/12/2022 22:34:27,5,1,ACN
2511,Resolved,08/02/2023 00:54:29,5,1,ACN
2511,Resolved,20/12/2022 07:21:38,5,1,ACN
2511,Resolved,18/01/2023 20:02:35,5,1,ACN
2511,Resolved,06/12/2022 14:36:09,5,1,ACN
2511,Resolved,19/01/2023 14:24:21,5,1,ACN
2511,Resolved,25/12/2022 02:07:27,5,1,ACN
2511,Resolved,12/02/2023 22:39:53,5,1,ACN
2511,Resolved,10/02/2023 18:53:25,5,1,ACN
2511,Resolved,19/01/2023 07:55:00,5,1,ACN
2511,Closed,31/01/2023 17:29:13,5,1,ACN
2512,New,13/12/2022 19:20:46,5,1,DT
2512,In-progress,09/12/2022 07:22:19,5,1,DT
2512,In-progress,11/01/2023 19:35:48,5,1,ACN
2512,Resolved,01/12/2022 16:56:58,5,1,ACN
2512,Resolved,25/12/2022 18:54:32,5,1,ACN
2512,Resolved,24/12/2022 20:10:33,5,1,ACN
2512,Resolved,27/01/2023 10:26:37,5,1,ACN
2512,Resolved,20/02/2023 19:32:26,5,1,ACN
2512,Resolved,03/01/2023 12:02:05,5,1,ACN
2512,Resolved,16/01/2023 01:02:45,5,1,ACN
2512,Resolved,10/01/2023 19:29:55,5,1,ACN
2512,Resolved,02/12/2022 15:42:11,5,1,ACN
2512,Resolved,04/01/2023 03:19:55,5,1,ACN
2512,Resolved,10/02/2023 14:23:52,5,1,ACN
2512,Resolved,17/02/2023 07:04:29,5,1,ACN
2512,Resolved,15/12/2022 01:47:01,5,1,ACN
2512,Resolved,28/01/2023 17:27:46,5,1,ACN
2512,Resolved,27/02/2023 06:42:42,5,1,ACN
2512,Resolved,25/01/2023 02:05:56,5,1,ACN
2512,Resolved,10/02/2023 23:50:38,5,1,ACN
2512,Resolved,13/02/2023 09:20:07,5,1,ACN
2512,Closed,16/01/2023 10:39:09,5,1,ACN
2513,New,13/02/2023 16:10:54,3,3,DT
2513,In-progress,18/12/2022 15:53:26,3,3,DT
2513,In-progress,26/01/2023 19:51:28,3,3,ACN
2513,Resolved,06/02/2023 18:57:25,3,3,ACN
2513,Resolved,01/02/2023 01:58:14,3,3,ACN
2514,New,26/02/2023 22:19:23,3,3,DT
2514,In-progress,19/01/2023 10:37:03,3,3,DT
2514,In-progress,22/02/2023 12:56:27,3,3,ACN
2514,Resolved,22/01/2023 01:16:29,3,3,ACN
2514,Resolved,22/02/2023 09:16:19,3,3,ACN
2514,Resolved,03/12/2022 06:56:48,3,3,ACN
2514,Resolved,15/02/2023 04:57:42,3,3,ACN
2514,Resolved,01/12/2022 18:26:21,3,3,ACN
2514,Resolved,04/12/2022 15:22:18,3,3,ACN
2514,Resolved,27/02/2023 08:26:16,3,3,ACN
2514,Resolved,10/12/2022 02:37:48,3,3,ACN
2514,Resolved,15/02/2023 20:50:51,3,3,ACN
2514,Resolved,18/12/2022 11:28:16,3,3,ACN
2514,Resolved,21/02/2023 19:41:12,3,3,ACN
2514,Resolved,13/02/2023 11:58:12,3,3,ACN
2514,Resolved,24/02/2023 06:19:00,3,3,ACN
2514,Resolved,01/12/2022 09:28:07,3,3,ACN
2514,Resolved,05/02/2023 15:17:44,3,3,ACN
2514,Resolved,31/12/2022 03:08:33,3,3,ACN
2514,Resolved,04/02/2023 21:31:15,3,3,ACN
2514,Resolved,18/01/2023 03:14:38,3,3,ACN
2514,Resolved,02/02/2023 06:10:53,3,3,ACN
2514,Resolved,16/02/2023 12:59:51,3,3,ACN
2514,Closed,22/02/2023 05:33:24,3,3,ACN
2515,New,20/12/2022 08:17:48,2,5,DT
2515,In-progress,07/12/2022 13:40:41,2,5,DT
2515,In-progress,30/01/2023 10:55:23,2,5,ACN
2515,Resolved,26/02/2023 12:59:10,2,5,ACN
2515,Resolved,16/02/2023 09:18:14,2,5,ACN
2515,Resolved,29/12/2022 18:05:37,2,5,ACN
2515,Resolved,29/12/2022 20:37:40,2,5,ACN
2515,Resolved,08/01/2023 08:28:35,2,5,ACN
2515,Resolved,19/12/2022 03:19:38,2,5,ACN
2515,Resolved,28/01/2023 06:12:46,2,5,ACN
2515,Resolved,28/12/2022 16:47:15,2,5,ACN
2515,Resolved,29/01/2023 08:19:18,2,5,ACN
2515,Resolved,26/02/2023 12:49:53,2,5,ACN
2515,Resolved,03/12/2022 19:27:51,2,5,ACN
2515,Resolved,08/01/2023 02:45:10,2,5,ACN
2515,Resolved,10/12/2022 12:40:52,2,5,ACN
2515,Resolved,19/01/2023 21:57:58,2,5,ACN
2515,Resolved,14/01/2023 08:03:28,2,5,ACN
2515,Resolved,07/12/2022 05:19:37,2,5,ACN
2515,Resolved,22/02/2023 01:36:16,2,5,ACN
2515,Resolved,21/12/2022 18:36:01,2,5,ACN
2515,Resolved,26/12/2022 21:37:04,2,5,ACN
2515,Closed,02/01/2023 21:10:31,2,5,ACN
2516,New,09/01/2023 21:35:15,4,2,DT
2516,In-progress,27/02/2023 14:13:00,4,2,DT
2516,In-progress,06/01/2023 06:14:22,4,2,ACN
2516,Resolved,26/12/2022 10:41:34,4,2,ACN
2516,Resolved,29/01/2023 08:26:19,4,2,ACN
2516,Resolved,28/12/2022 08:34:29,4,2,ACN
2516,Resolved,10/12/2022 08:01:41,4,2,ACN
2516,Resolved,05/01/2023 18:56:38,4,2,ACN
2516,Resolved,25/01/2023 10:42:43,4,2,ACN
2516,Resolved,24/01/2023 09:30:27,4,2,ACN
2517,New,07/02/2023 12:28:07,4,2,DT
2517,In-progress,13/02/2023 08:39:45,4,2,DT
2517,In-progress,26/12/2022 05:34:54,4,2,ACN
2517,Resolved,22/02/2023 23:07:51,4,2,ACN
2517,Resolved,28/01/2023 23:20:38,4,2,ACN
2517,Resolved,21/01/2023 19:31:59,4,2,ACN
2517,Resolved,09/12/2022 15:37:45,4,2,ACN
2517,Resolved,13/01/2023 22:56:37,4,2,ACN
2517,Resolved,06/02/2023 09:37:09,4,2,ACN
2517,Resolved,14/01/2023 21:42:23,4,2,ACN
2517,Resolved,03/12/2022 13:52:30,4,2,ACN
2517,Resolved,10/02/2023 19:39:21,4,2,ACN
2517,Resolved,16/01/2023 06:11:38,4,2,ACN
2517,Resolved,18/02/2023 04:37:13,4,2,ACN
2517,Resolved,16/12/2022 13:47:44,4,2,ACN
2518,New,21/02/2023 02:57:14,4,2,DT
2518,In-progress,16/02/2023 22:58:30,4,2,DT
2518,In-progress,19/12/2022 08:14:59,4,2,ACN
2518,Resolved,26/01/2023 19:35:43,4,2,ACN
2518,Resolved,04/12/2022 16:10:26,4,2,ACN
2518,Closed,02/12/2022 22:19:56,4,2,ACN
2519,New,25/01/2023 23:01:09,4,2,DT
2519,In-progress,05/12/2022 18:48:36,4,2,DT
2519,In-progress,19/02/2023 22:37:19,4,2,ACN
2519,Resolved,24/12/2022 12:50:32,4,2,ACN
2519,Resolved,17/01/2023 17:05:58,4,2,ACN
2519,Resolved,19/12/2022 23:35:57,4,2,ACN
2519,Resolved,20/01/2023 15:21:01,4,2,ACN
2519,Closed,23/01/2023 01:05:05,4,2,ACN
2520,New,10/02/2023 18:38:19,2,5,DT
2520,In-progress,13/12/2022 08:10:04,2,5,DT
2520,In-progress,02/02/2023 04:50:53,2,5,ACN
2520,Resolved,19/12/2022 01:51:44,2,5,ACN
2520,Resolved,14/02/2023 23:26:35,2,5,ACN
2520,Resolved,04/01/2023 23:20:33,2,5,ACN
2520,Resolved,05/01/2023 05:07:42,2,5,ACN
2520,Resolved,19/12/2022 14:13:53,2,5,ACN
2520,Resolved,20/12/2022 22:02:35,2,5,ACN
2520,Resolved,04/02/2023 08:51:56,2,5,ACN
2521,New,25/12/2022 23:06:34,1,8,DT
2521,In-progress,27/12/2022 01:53:31,1,8,DT
2521,In-progress,12/02/2023 13:49:12,1,8,ACN
2521,Resolved,22/02/2023 13:53:06,1,8,ACN
2521,Resolved,30/01/2023 15:06:31,1,8,ACN
2521,Resolved,23/01/2023 02:00:20,1,8,ACN
2521,Resolved,15/02/2023 10:08:07,1,8,ACN
2521,Resolved,08/12/2022 03:24:33,1,8,ACN
2521,Closed,19/01/2023 10:44:25,1,8,ACN
2522,New,21/02/2023 19:25:50,4,2,DT
2522,In-progress,18/02/2023 03:56:45,4,2,DT
2522,In-progress,16/02/2023 12:01:07,4,2,ACN
2522,Resolved,09/12/2022 19:48:22,4,2,ACN
2522,Resolved,24/02/2023 08:17:52,4,2,ACN
2522,Resolved,23/02/2023 05:28:22,4,2,ACN
2522,Resolved,10/02/2023 11:14:40,4,2,ACN
2522,Resolved,23/12/2022 04:20:55,4,2,ACN
2522,Resolved,11/02/2023 17:28:14,4,2,ACN
2522,Resolved,09/02/2023 10:22:31,4,2,ACN
2522,Resolved,25/12/2022 19:39:15,4,2,ACN
2522,Resolved,10/01/2023 02:41:51,4,2,ACN
2522,Resolved,27/12/2022 11:43:32,4,2,ACN
2522,Resolved,07/01/2023 07:32:23,4,2,ACN
2522,Resolved,08/02/2023 21:19:47,4,2,ACN
2522,Resolved,07/02/2023 04:54:33,4,2,ACN
2522,Resolved,24/01/2023 15:12:14,4,2,ACN
2522,Resolved,20/02/2023 05:04:51,4,2,ACN
2522,Resolved,22/01/2023 21:03:10,4,2,ACN
2522,Resolved,23/01/2023 09:48:53,4,2,ACN
2522,Resolved,06/12/2022 17:10:13,4,2,ACN
2522,Resolved,02/01/2023 15:38:33,4,2,ACN
2523,New,06/01/2023 13:36:53,2,5,DT
2523,In-progress,30/12/2022 07:37:05,2,5,DT
2523,In-progress,19/12/2022 07:29:59,2,5,ACN
2523,Resolved,06/01/2023 01:12:01,2,5,ACN
2523,Resolved,28/01/2023 10:41:09,2,5,ACN
2523,Resolved,07/01/2023 22:54:39,2,5,ACN
2523,Resolved,30/01/2023 07:54:03,2,5,ACN
2523,Resolved,05/02/2023 21:44:53,2,5,ACN
2523,Resolved,23/02/2023 23:07:43,2,5,ACN
2523,Resolved,22/12/2022 07:45:04,2,5,ACN
2523,Resolved,27/01/2023 12:00:22,2,5,ACN
2523,Resolved,13/01/2023 08:03:45,2,5,ACN
2523,Resolved,09/12/2022 10:29:44,2,5,ACN
2523,Resolved,05/02/2023 17:19:54,2,5,ACN
2523,Resolved,15/12/2022 12:12:22,2,5,ACN
2523,Resolved,05/12/2022 09:43:05,2,5,ACN
2523,Closed,13/02/2023 10:38:03,2,5,ACN
2524,New,25/12/2022 00:28:53,3,3,DT
2524,In-progress,02/12/2022 12:24:39,3,3,DT
2524,In-progress,27/02/2023 04:55:15,3,3,ACN
2524,Resolved,25/02/2023 06:56:42,3,3,ACN
2524,Resolved,23/12/2022 18:04:29,3,3,ACN
2524,Resolved,21/12/2022 10:05:35,3,3,ACN
2524,Resolved,02/01/2023 10:11:25,3,3,ACN
2524,Resolved,30/12/2022 09:36:07,3,3,ACN
2524,Resolved,11/01/2023 09:26:03,3,3,ACN
2524,Resolved,22/01/2023 00:49:03,3,3,ACN
2524,Resolved,14/02/2023 04:04:07,3,3,ACN
2524,Resolved,17/12/2022 21:50:10,3,3,ACN
2524,Resolved,02/12/2022 05:55:30,3,3,ACN
2524,Resolved,27/02/2023 00:24:40,3,3,ACN
2524,Resolved,01/02/2023 18:19:37,3,3,ACN
2524,Resolved,18/02/2023 00:06:35,3,3,ACN
2524,Resolved,26/01/2023 02:36:13,3,3,ACN
2524,Resolved,20/02/2023 02:35:58,3,3,ACN
2524,Resolved,05/01/2023 18:19:39,3,3,ACN
2524,Resolved,24/12/2022 13:31:40,3,3,ACN
2524,Resolved,15/02/2023 23:19:17,3,3,ACN
2524,Resolved,24/12/2022 14:36:45,3,3,ACN
2524,Closed,15/12/2022 09:51:20,3,3,ACN
2525,New,31/01/2023 14:54:43,1,8,DT
2525,In-progress,22/12/2022 21:18:40,1,8,DT
2525,In-progress,11/01/2023 10:36:39,1,8,ACN
2525,Resolved,30/12/2022 06:52:16,1,8,ACN
2525,Resolved,23/12/2022 13:17:43,1,8,ACN
2525,Resolved,20/02/2023 18:06:54,1,8,ACN
2525,Resolved,06/12/2022 06:15:33,1,8,ACN
2525,Resolved,19/12/2022 22:19:01,1,8,ACN
2525,Resolved,15/12/2022 12:42:36,1,8,ACN
2525,Resolved,16/02/2023 22:24:27,1,8,ACN
2525,Resolved,03/12/2022 21:36:05,1,8,ACN
2525,Resolved,10/01/2023 02:37:50,1,8,ACN
2525,Resolved,09/01/2023 04:04:15,1,8,ACN
2526,New,05/02/2023 00:50:35,4,2,DT
2526,In-progress,21/01/2023 22:01:18,4,2,DT
2526,In-progress,05/12/2022 05:50:17,4,2,ACN
2526,Resolved,22/12/2022 21:18:36,4,2,ACN
2526,Resolved,22/12/2022 11:33:10,4,2,ACN
2526,Resolved,15/01/2023 03:37:27,4,2,ACN
2526,Resolved,26/01/2023 10:19:35,4,2,ACN
2526,Resolved,04/01/2023 02:29:17,4,2,ACN
2526,Resolved,03/01/2023 08:24:06,4,2,ACN
2526,Resolved,02/02/2023 13:31:29,4,2,ACN
2526,Resolved,10/02/2023 03:44:07,4,2,ACN
2526,Resolved,20/02/2023 21:19:07,4,2,ACN
2526,Resolved,29/12/2022 09:04:45,4,2,ACN
2526,Resolved,28/01/2023 18:11:44,4,2,ACN
2527,New,21/12/2022 02:40:24,1,8,DT
2527,In-progress,07/01/2023 06:32:17,1,8,DT
2527,In-progress,02/02/2023 03:25:05,1,8,ACN
2527,Resolved,20/01/2023 13:20:06,1,8,ACN
2527,Resolved,04/12/2022 07:42:39,1,8,ACN
2527,Resolved,13/02/2023 14:31:37,1,8,ACN
2527,Resolved,08/12/2022 17:24:11,1,8,ACN
2528,New,31/01/2023 14:08:46,5,1,DT
2528,In-progress,02/01/2023 19:24:38,5,1,DT
2528,In-progress,01/02/2023 09:10:23,5,1,ACN
2528,Resolved,14/12/2022 03:13:59,5,1,ACN
2528,Resolved,12/12/2022 10:13:08,5,1,ACN
2528,Resolved,19/12/2022 03:33:41,5,1,ACN
2528,Resolved,18/12/2022 00:29:16,5,1,ACN
2528,Resolved,29/12/2022 21:32:58,5,1,ACN
2528,Resolved,22/02/2023 14:12:12,5,1,ACN
2528,Resolved,03/01/2023 09:48:21,5,1,ACN
2528,Resolved,02/12/2022 18:48:41,5,1,ACN
2528,Resolved,11/12/2022 01:47:51,5,1,ACN
2528,Resolved,06/01/2023 00:31:09,5,1,ACN
2528,Resolved,28/12/2022 10:29:29,5,1,ACN
2528,Resolved,23/01/2023 20:04:30,5,1,ACN
2528,Resolved,04/12/2022 01:53:59,5,1,ACN
2528,Resolved,01/12/2022 23:00:31,5,1,ACN
2528,Resolved,20/02/2023 16:18:01,5,1,ACN
2528,Closed,16/02/2023 01:32:09,5,1,ACN
2529,New,28/12/2022 01:18:13,4,2,DT
2529,In-progress,17/12/2022 21:34:30,4,2,DT
2529,In-progress,10/12/2022 04:37:15,4,2,ACN
2529,Resolved,15/01/2023 09:04:11,4,2,ACN
2529,Resolved,04/12/2022 02:32:56,4,2,ACN
2529,Resolved,18/12/2022 04:25:12,4,2,ACN
2529,Resolved,26/01/2023 04:09:27,4,2,ACN
2529,Resolved,14/02/2023 02:03:40,4,2,ACN
2529,Resolved,17/01/2023 03:03:00,4,2,ACN
2529,Resolved,23/12/2022 14:36:56,4,2,ACN
2529,Resolved,26/01/2023 08:17:05,4,2,ACN
2529,Resolved,04/02/2023 05:50:09,4,2,ACN
2529,Resolved,23/02/2023 05:15:34,4,2,ACN
2529,Resolved,22/12/2022 11:22:30,4,2,ACN
2529,Resolved,21/12/2022 06:34:50,4,2,ACN
2530,New,06/02/2023 05:55:09,2,5,DT
2530,In-progress,18/12/2022 02:53:02,2,5,DT
2530,In-progress,12/02/2023 21:56:06,2,5,ACN
2530,Resolved,15/12/2022 05:42:17,2,5,ACN
2530,Resolved,25/02/2023 21:43:21,2,5,ACN
2530,Resolved,06/02/2023 13:35:57,2,5,ACN
2530,Resolved,03/12/2022 13:20:34,2,5,ACN
2530,Resolved,20/01/2023 05:16:40,2,5,ACN
2530,Resolved,06/02/2023 09:03:42,2,5,ACN
2530,Resolved,14/01/2023 18:47:53,2,5,ACN
2530,Resolved,28/01/2023 15:21:33,2,5,ACN
2530,Resolved,17/01/2023 11:15:50,2,5,ACN
2530,Resolved,26/12/2022 19:14:24,2,5,ACN
2530,Resolved,03/02/2023 18:58:15,2,5,ACN
2530,Resolved,11/02/2023 22:23:32,2,5,ACN
2530,Resolved,12/02/2023 01:07:44,2,5,ACN
2530,Resolved,19/12/2022 20:19:59,2,5,ACN
2530,Resolved,07/01/2023 22:53:28,2,5,ACN
2530,Resolved,17/01/2023 11:43:25,2,5,ACN
2530,Resolved,09/01/2023 19:26:24,2,5,ACN
2530,Resolved,30/01/2023 03:45:25,2,5,ACN
2530,Closed,27/01/2023 23:38:53,2,5,ACN
2531,New,10/02/2023 01:54:39,1,8,DT
2531,In-progress,15/01/2023 06:45:24,1,8,DT
2531,In-progress,03/02/2023 00:33:23,1,8,ACN
2531,Resolved,18/12/2022 10:41:43,1,8,ACN
2531,Resolved,02/12/2022 09:18:12,1,8,ACN
2531,Resolved,24/12/2022 20:06:48,1,8,ACN
2531,Resolved,12/01/2023 00:33:44,1,8,ACN
2531,Resolved,27/12/2022 04:51:30,1,8,ACN
2531,Resolved,04/01/2023 16:00:37,1,8,ACN
2531,Resolved,07/12/2022 17:35:01,1,8,ACN
2531,Resolved,17/12/2022 05:53:38,1,8,ACN
2531,Resolved,27/01/2023 20:54:43,1,8,ACN
2531,Resolved,04/01/2023 00:48:57,1,8,ACN
2531,Resolved,19/01/2023 13:42:40,1,8,ACN
2531,Resolved,02/01/2023 10:20:39,1,8,ACN
2531,Resolved,29/12/2022 03:28:55,1,8,ACN
2531,Resolved,25/01/2023 18:21:39,1,8,ACN
2531,Resolved,18/02/2023 07:03:14,1,8,ACN
2531,Resolved,19/02/2023 09:33:11,1,8,ACN
2531,Resolved,08/01/2023 15:10:22,1,8,ACN
2531,Resolved,06/01/2023 20:02:38,1,8,ACN
2531,Resolved,13/12/2022 02:12:33,1,8,ACN
2531,Resolved,13/02/2023 08:41:39,1,8,ACN
2532,New,17/02/2023 11:27:02,1,8,DT
2532,In-progress,13/02/2023 07:13:17,1,8,DT
2532,In-progress,05/12/2022 00:45:02,1,8,ACN
2532,Resolved,18/12/2022 22:52:05,1,8,ACN
2532,Resolved,21/01/2023 18:26:47,1,8,ACN
2532,Resolved,15/01/2023 18:26:39,1,8,ACN
2532,Resolved,23/12/2022 06:56:07,1,8,ACN
2532,Resolved,29/01/2023 06:37:33,1,8,ACN
2532,Resolved,25/12/2022 07:08:48,1,8,ACN
2532,Resolved,11/01/2023 12:05:39,1,8,ACN
2532,Resolved,17/02/2023 17:37:06,1,8,ACN
2532,Resolved,15/01/2023 07:12:16,1,8,ACN
2532,Resolved,02/12/2022 10:01:27,1,8,ACN
2532,Resolved,31/12/2022 14:05:52,1,8,ACN
2532,Resolved,06/12/2022 22:52:35,1,8,ACN
2532,Resolved,30/01/2023 01:46:59,1,8,ACN
2532,Resolved,14/12/2022 14:14:51,1,8,ACN
2532,Resolved,06/02/2023 23:52:06,1,8,ACN
2533,New,06/12/2022 08:41:35,3,3,DT
2533,In-progress,30/12/2022 07:04:07,3,3,DT
2533,In-progress,19/12/2022 10:39:52,3,3,ACN
2533,Resolved,15/12/2022 10:58:07,3,3,ACN
2533,Resolved,23/12/2022 11:31:30,3,3,ACN
2533,Resolved,21/01/2023 19:11:17,3,3,ACN
2533,Resolved,02/01/2023 12:22:08,3,3,ACN
2533,Resolved,09/12/2022 11:40:33,3,3,ACN
2534,New,18/12/2022 07:13:32,4,2,DT
2534,In-progress,12/02/2023 20:28:11,4,2,DT
2534,In-progress,04/01/2023 14:08:45,4,2,ACN
2534,Resolved,16/01/2023 12:59:15,4,2,ACN
2534,Resolved,15/01/2023 09:48:33,4,2,ACN
2534,Resolved,12/01/2023 22:30:23,4,2,ACN
2534,Resolved,04/02/2023 14:19:01,4,2,ACN
2534,Resolved,20/01/2023 23:54:16,4,2,ACN
2534,Resolved,19/02/2023 08:18:52,4,2,ACN
2534,Resolved,29/01/2023 13:51:40,4,2,ACN
2534,Resolved,08/12/2022 01:19:32,4,2,ACN
2534,Resolved,26/12/2022 13:56:47,4,2,ACN
2534,Resolved,26/12/2022 16:34:16,4,2,ACN
