Incident Number,Status,DateTime,Priority,Weight,Owner
3499,In-progress,08/02/2023 22:41:13,4,2,ACN
3357,New,14/02/2023 01:05:16,4,5,DT
3490,In-progress,05/02/2023 01:53:39,1,4,ACN
3281,New,28/01/2023 21:35:57,2,5,DT
3277,In-progress,03/02/2023 13:42:20,5,2,ACN
3195,New,29/01/2023 07:39:12,4,1,DT
2656,In-progress,14/01/2023 23:43:01,5,4,ACN
3371,New,11/01/2023 09:07:06,4,1,DT
2909,In-progress,31/12/2022 13:05:37,2,1,DT
3183,In-progress,19/12/2022 15:45:20,2,3,ACN
2867,In-progress,25/01/2023 23:20:24,5,3,DT
3351,New,01/01/2023 14:06:06,1,2,DT
3205,New,17/12/2022 13:18:37,3,3,DT
2963,In-progress,07/12/2022 21:16:54,3,2,ACN
3073,In-progress,09/12/2022 23:06:06,1,3,ACN
2631,In-progress,04/02/2023 18:13:52,5,3,DT
3157,In-progress,12/01/2023 02:41:26,4,2,DT
2991,In-progress,10/12/2022 16:34:10,1,4,ACN
3106,In-progress,21/01/2023 03:12:43,4,3,DT
2939,In-progress,02/01/2023 06:56:20,2,1,DT
3334,New,15/12/2022 22:24:22,5,5,DT
3345,In-progress,27/12/2022 07:23:16,1,3,DT
3367,New,17/02/2023 15:56:25,5,2,DT
3468,New,11/02/2023 22:52:56,5,1,DT
2984,In-progress,12/12/2022 19:31:05,1,4,ACN
2618,New,11/01/2023 07:45:33,3,2,DT
3252,New,29/12/2022 12:06:44,1,5,DT
2501,In-progress,03/02/2023 19:54:14,4,2,DT
2828,New,17/12/2022 19:48:48,4,4,DT
3012,In-progress,26/02/2023 10:15:45,3,3,ACN
3337,In-progress,06/01/2023 19:24:29,1,2,DT
2791,New,20/12/2022 08:49:19,1,5,DT
3266,In-progress,01/12/2022 19:35:48,3,5,ACN
2941,In-progress,18/12/2022 15:43:18,3,1,ACN
3045,In-progress,25/12/2022 16:12:46,3,3,ACN
3460,In-progress,12/02/2023 11:41:01,4,2,DT
3353,New,18/12/2022 06:22:06,1,5,DT
2865,In-progress,31/12/2022 09:39:08,5,1,ACN
3292,In-progress,09/12/2022 22:54:25,5,1,ACN
2909,New,19/12/2022 11:24:07,1,5,DT
2548,New,07/12/2022 18:11:38,2,2,DT
2890,New,27/02/2023 06:33:56,2,1,DT
3052,In-progress,09/02/2023 18:46:52,1,1,ACN
3340,In-progress,26/02/2023 17:01:33,4,3,DT
2912,New,08/01/2023 20:59:52,5,1,DT
2946,New,05/02/2023 07:53:29,4,5,DT
3026,In-progress,03/02/2023 04:49:14,2,4,ACN
2620,In-progress,20/12/2022 17:27:53,2,5,DT
3419,In-progress,06/01/2023 10:19:17,4,3,ACN
3034,In-progress,14/02/2023 20:22:08,3,3,DT
3353,New,23/12/2022 11:10:23,1,2,DT
3480,In-progress,11/02/2023 16:13:50,3,5,DT
3475,In-progress,12/12/2022 01:32:38,4,5,DT
3475,In-progress,12/12/2022 05:32:38,4,5,ACN
2664,New,31/01/2023 03:49:17,2,2,DT
3137,In-progress,26/12/2022 18:27:24,3,5,ACN
2526,In-progress,24/12/2022 13:22:54,3,3,ACN
2837,In-progress,08/01/2023 13:01:33,1,3,DT
3097,In-progress,24/01/2023 03:38:32,4,1,ACN
2832,In-progress,13/01/2023 22:44:59,2,3,ACN
3026,In-progress,24/01/2023 02:00:36,3,4,ACN
3102,In-progress,21/12/2022 21:16:59,1,3,ACN
2565,In-progress,05/01/2023 07:32:02,1,2,ACN
2867,In-progress,26/01/2023 03:20:24,5,3,ACN
2874,In-progress,12/01/2023 21:57:43,4,2,ACN
3170,In-progress,03/12/2022 09:01:24,3,3,ACN
3139,In-progress,13/02/2023 03:08:17,1,4,ACN
3067,New,10/01/2023 09:00:38,5,4,DT
3052,New,20/01/2023 12:05:54,3,5,DT
2869,New,17/01/2023 23:43:53,4,3,DT
3311,In-progress,12/01/2023 17:48:36,5,1,DT
3419,In-progress,03/02/2023 18:20:19,3,2,DT
3405,In-progress,03/12/2022 00:19:16,5,2,ACN
3038,In-progress,16/02/2023 16:44:21,4,2,ACN
3494,In-progress,06/01/2023 20:26:23,4,1,ACN
2711,New,12/02/2023 02:36:10,4,5,DT
2813,New,01/12/2022 22:24:44,4,5,DT
3325,New,17/12/2022 05:11:26,5,4,DT
2657,New,19/01/2023 09:12:02,3,2,DT
3043,In-progress,31/01/2023 00:04:24,2,4,ACN
3399,In-progress,13/12/2022 15:08:01,5,3,DT
2988,In-progress,14/12/2022 20:00:39,1,1,DT
2693,In-progress,27/12/2022 02:58:51,3,1,DT
3195,In-progress,09/02/2023 20:50:08,4,4,DT
2820,New,11/02/2023 08:07:50,3,4,DT
2637,New,12/02/2023 13:31:10,3,4,DT
2818,In-progress,06/01/2023 19:12:22,2,4,ACN
2548,In-progress,08/12/2022 03:11:38,2,2,ACN
2762,In-progress,09/01/2023 22:52:08,3,4,ACN
3333,New,17/12/2022 09:08:26,1,1,DT
2643,In-progress,21/01/2023 08:07:04,4,3,DT
2807,In-progress,07/01/2023 01:42:06,1,3,DT
3330,In-progress,08/01/2023 14:23:54,1,4,DT
3079,In-progress,18/12/2022 05:29:57,4,3,DT
3311,In-progress,12/01/2023 22:48:36,5,1,ACN
3064,New,07/01/2023 04:11:47,5,1,DT
2619,In-progress,31/01/2023 20:55:52,5,5,DT
2794,New,02/01/2023 03:21:13,2,1,DT
2616,New,15/02/2023 10:02:28,1,2,DT
2880,New,22/02/2023 19:59:02,1,4,DT
3319,In-progress,21/12/2022 04:58:57,1,5,DT
3493,New,05/01/2023 22:02:02,2,3,DT
2567,In-progress,17/01/2023 01:07:06,3,2,ACN
2702,In-progress,11/12/2022 17:09:27,4,2,DT
2755,New,08/12/2022 10:16:13,3,4,DT
2686,In-progress,21/12/2022 13:03:25,4,1,ACN
2802,In-progress,12/02/2023 10:00:36,2,1,DT
3385,New,07/12/2022 21:15:00,5,5,DT
3377,New,14/12/2022 11:20:45,3,1,DT
2674,In-progress,29/12/2022 21:31:11,2,1,DT
2802,New,12/02/2023 07:00:36,2,1,DT
2814,In-progress,28/01/2023 09:53:58,3,5,ACN
3054,In-progress,18/01/2023 02:21:35,2,5,ACN
2619,In-progress,31/01/2023 22:55:52,5,5,ACN
3160,In-progress,16/01/2023 18:16:42,5,5,DT
3237,In-progress,06/12/2022 11:36:18,1,3,ACN
2572,In-progress,16/02/2023 08:51:43,5,5,ACN
3293,In-progress,27/02/2023 00:58:39,4,4,DT
3081,In-progress,24/01/2023 06:51:58,3,2,DT
2655,New,27/02/2023 03:04:57,4,1,DT
3440,In-progress,12/02/2023 19:16:26,1,5,ACN
3202,In-progress,31/01/2023 13:06:51,1,2,DT
3198,In-progress,22/02/2023 14:58:15,2,2,ACN
2995,In-progress,21/02/2023 14:53:20,5,3,ACN
3017,In-progress,24/01/2023 00:36:43,1,5,ACN
3026,In-progress,23/01/2023 23:00:36,3,4,DT
2672,New,15/12/2022 09:07:07,2,1,DT
2937,New,01/01/2023 13:28:13,5,2,DT
2653,In-progress,20/01/2023 12:04:23,4,5,ACN
3383,In-progress,13/12/2022 02:34:56,3,1,DT
3445,In-progress,25/01/2023 13:42:51,1,3,DT
3283,In-progress,09/02/2023 03:51:52,2,5,DT
2844,In-progress,04/01/2023 17:43:42,3,4,ACN
2675,In-progress,08/01/2023 02:51:59,4,2,ACN
2962,In-progress,03/02/2023 02:41:47,5,1,DT
2873,New,31/01/2023 21:33:48,5,2,DT
3254,New,09/12/2022 23:02:51,1,2,DT
2911,New,25/02/2023 03:20:44,3,4,DT
3065,New,12/02/2023 03:10:24,3,2,DT
3267,In-progress,18/01/2023 02:55:43,5,3,DT
3003,In-progress,30/01/2023 11:43:02,2,4,ACN
2613,In-progress,12/01/2023 15:14:43,1,5,DT
3223,New,08/01/2023 13:07:14,5,1,DT
3407,New,01/02/2023 23:53:15,5,4,DT
2777,In-progress,11/12/2022 18:05:18,1,4,ACN
2740,In-progress,05/01/2023 14:26:15,4,2,ACN
2544,In-progress,14/02/2023 04:02:14,5,1,ACN
3053,In-progress,11/02/2023 18:26:19,3,2,DT
2605,New,07/02/2023 13:21:56,2,3,DT
3206,In-progress,10/02/2023 13:16:21,1,3,ACN
3437,In-progress,16/01/2023 09:21:34,5,3,ACN
2631,New,10/02/2023 07:04:41,2,1,DT
2697,New,09/12/2022 05:06:53,4,5,DT
2580,In-progress,24/12/2022 19:24:39,4,4,ACN
2959,New,08/12/2022 12:16:27,3,2,DT
2628,New,20/02/2023 19:43:21,3,1,DT
3293,New,05/12/2022 04:09:59,2,5,DT
2631,In-progress,10/02/2023 12:04:41,2,1,ACN
3341,In-progress,22/12/2022 09:08:03,1,1,ACN
3084,In-progress,27/02/2023 21:15:43,2,1,ACN
3218,New,21/02/2023 20:55:34,5,1,DT
2855,In-progress,26/02/2023 02:24:15,4,5,DT
3263,In-progress,23/02/2023 08:59:45,3,1,DT
2502,In-progress,25/01/2023 02:47:20,4,4,DT
2629,New,14/01/2023 19:02:49,4,3,DT
3079,In-progress,26/12/2022 05:27:44,3,4,DT
3409,In-progress,12/12/2022 07:25:36,2,3,ACN
3036,In-progress,25/01/2023 14:17:16,2,4,ACN
3425,New,06/02/2023 21:06:03,3,4,DT
2886,New,30/12/2022 15:20:48,5,1,DT
2963,In-progress,07/12/2022 16:16:54,3,2,DT
3332,New,18/01/2023 12:26:52,5,4,DT
2931,New,05/02/2023 19:22:37,4,2,DT
2631,In-progress,15/01/2023 02:37:19,2,3,ACN
3143,In-progress,29/12/2022 08:18:04,3,3,ACN
3026,In-progress,03/02/2023 01:49:14,2,4,DT
2556,New,06/02/2023 11:55:12,2,4,DT
3144,In-progress,11/01/2023 09:49:39,1,5,ACN
3064,In-progress,07/01/2023 11:11:47,5,1,ACN
2869,New,22/12/2022 17:57:09,3,1,DT
3399,In-progress,13/12/2022 19:30:25,4,1,ACN
2753,New,09/12/2022 19:10:37,5,4,DT
2660,In-progress,24/12/2022 12:38:11,3,1,DT
2656,In-progress,06/01/2023 12:11:06,3,3,DT
2749,In-progress,19/12/2022 19:50:05,1,5,ACN
2596,In-progress,23/02/2023 22:48:12,2,5,ACN
3200,In-progress,15/02/2023 04:23:27,2,5,ACN
3072,In-progress,09/12/2022 21:36:13,3,2,ACN
2633,New,10/12/2022 14:21:56,2,3,DT
2544,In-progress,14/02/2023 02:02:14,5,1,DT
3112,In-progress,09/02/2023 18:19:50,1,1,DT
2813,New,14/02/2023 15:35:24,2,3,DT
3366,In-progress,23/02/2023 12:47:32,3,5,DT
2539,In-progress,09/02/2023 07:05:49,1,4,ACN
3483,In-progress,26/01/2023 07:17:52,4,4,ACN
3396,In-progress,05/01/2023 14:45:59,2,4,ACN
3441,In-progress,15/01/2023 14:36:55,4,4,ACN
2871,In-progress,10/12/2022 20:01:44,5,1,ACN
3024,New,10/12/2022 03:46:25,1,4,DT
2775,New,14/01/2023 05:52:00,4,2,DT
2957,New,25/02/2023 14:28:38,3,3,DT
3438,New,16/02/2023 20:02:18,5,3,DT
2646,In-progress,24/02/2023 10:02:13,4,2,ACN
2512,In-progress,08/12/2022 21:58:12,3,3,DT
2721,In-progress,17/01/2023 06:35:10,3,1,DT
3084,New,27/02/2023 11:15:43,2,1,DT
3447,In-progress,27/12/2022 03:30:23,5,1,ACN
3374,In-progress,18/12/2022 02:30:33,3,3,ACN
2861,In-progress,12/12/2022 00:18:51,3,3,DT
2637,In-progress,12/02/2023 18:31:10,3,4,ACN
2886,In-progress,30/12/2022 22:20:48,5,1,ACN
2779,New,27/01/2023 09:19:04,5,1,DT
2658,In-progress,26/01/2023 06:23:29,1,4,DT
2539,New,09/02/2023 00:05:49,1,4,DT
2868,In-progress,29/01/2023 11:00:50,2,3,DT
3401,In-progress,07/12/2022 23:12:48,1,3,DT
2869,In-progress,18/01/2023 09:43:53,4,3,ACN
3458,In-progress,17/01/2023 06:40:14,4,3,DT
2560,New,09/12/2022 05:03:00,5,2,DT
2580,New,24/12/2022 13:24:39,4,4,DT
3287,New,27/01/2023 23:34:37,4,3,DT
2827,In-progress,18/12/2022 04:01:37,1,3,ACN
3491,New,01/01/2023 00:32:19,2,2,DT
2954,New,28/01/2023 12:29:33,4,4,DT
2843,New,17/12/2022 07:45:15,4,3,DT
3010,In-progress,08/12/2022 22:51:25,5,2,DT
2662,In-progress,12/02/2023 09:43:15,3,4,ACN
2773,New,01/02/2023 07:32:05,3,2,DT
2855,In-progress,09/12/2022 15:12:34,3,5,ACN
2868,New,23/01/2023 09:00:10,3,5,DT
2903,New,25/02/2023 16:43:31,3,4,DT
2813,In-progress,14/02/2023 21:35:24,2,3,ACN
2669,New,07/01/2023 05:06:45,1,3,DT
3415,In-progress,07/02/2023 13:03:38,5,1,DT
3112,In-progress,02/02/2023 14:00:05,3,1,ACN
2972,New,08/02/2023 17:47:55,3,2,DT
2947,In-progress,22/02/2023 17:49:03,1,1,DT
2912,In-progress,09/01/2023 01:59:52,5,1,DT
2794,In-progress,09/12/2022 21:05:42,1,5,ACN
2813,In-progress,02/01/2023 15:48:22,3,2,ACN
2997,In-progress,24/01/2023 05:32:08,2,2,DT
3496,In-progress,04/12/2022 04:18:23,1,3,DT
2927,In-progress,05/12/2022 02:43:47,4,1,ACN
3409,In-progress,09/02/2023 05:16:40,3,3,ACN
3198,New,21/01/2023 12:59:33,4,5,DT
2752,In-progress,10/02/2023 11:57:12,4,3,ACN
3196,In-progress,09/12/2022 12:43:56,3,1,ACN
2593,New,01/12/2022 23:35:51,1,1,DT
3252,In-progress,29/12/2022 15:06:44,1,5,DT
3399,In-progress,13/12/2022 14:30:25,4,1,DT
3397,In-progress,17/01/2023 20:38:40,2,5,DT
2807,In-progress,21/01/2023 15:14:24,1,4,DT
2555,New,08/01/2023 04:05:07,5,4,DT
3069,New,21/12/2022 09:39:26,3,3,DT
2999,In-progress,20/01/2023 14:08:04,4,1,DT
3269,In-progress,08/02/2023 06:02:04,1,3,DT
3219,In-progress,02/01/2023 20:29:43,1,4,ACN
2978,New,13/12/2022 07:46:38,2,1,DT
3367,In-progress,02/01/2023 19:24:46,2,5,ACN
2806,In-progress,24/12/2022 06:31:35,4,2,ACN
3495,In-progress,28/01/2023 17:28:26,3,2,ACN
2749,New,19/12/2022 12:50:05,1,5,DT
3188,In-progress,01/12/2022 08:08:56,3,3,DT
2660,New,24/12/2022 09:38:11,3,1,DT
2661,In-progress,07/12/2022 11:42:42,4,2,DT
2790,In-progress,28/01/2023 02:33:22,2,5,ACN
2852,New,18/02/2023 20:53:28,1,1,DT
2508,In-progress,02/01/2023 14:58:16,3,1,ACN
3173,In-progress,15/12/2022 10:29:57,1,3,DT
2955,In-progress,25/12/2022 05:44:29,3,1,ACN
3043,In-progress,30/01/2023 21:04:24,2,4,DT
2924,In-progress,10/01/2023 18:19:25,5,3,ACN
3218,In-progress,21/02/2023 23:55:34,5,1,DT
2897,New,20/02/2023 06:59:51,5,1,DT
2575,In-progress,20/02/2023 05:16:01,1,1,DT
3320,New,09/01/2023 08:41:27,1,4,DT
2948,In-progress,13/02/2023 04:58:40,2,4,ACN
2884,In-progress,10/01/2023 16:14:25,1,3,ACN
2970,New,13/02/2023 07:01:46,2,2,DT
2843,In-progress,17/12/2022 11:45:15,4,3,DT
3354,In-progress,10/01/2023 17:11:57,3,4,DT
3170,In-progress,03/12/2022 07:01:24,3,3,DT
3466,New,04/01/2023 01:17:06,5,1,DT
2705,In-progress,11/12/2022 05:40:43,2,4,DT
3281,In-progress,28/01/2023 23:35:57,2,5,DT
2670,In-progress,31/12/2022 11:01:50,3,5,ACN
2504,In-progress,28/01/2023 03:24:32,3,5,ACN
3329,In-progress,11/02/2023 14:19:22,1,2,ACN
3243,In-progress,08/12/2022 14:08:56,4,5,DT
2619,In-progress,01/01/2023 04:03:03,4,4,DT
2959,In-progress,08/12/2022 18:16:27,3,2,ACN
2892,In-progress,16/01/2023 01:32:31,3,5,DT
3057,In-progress,19/12/2022 23:44:08,2,5,ACN
3097,New,23/01/2023 21:38:32,4,1,DT
3113,New,01/02/2023 16:45:25,5,5,DT
2958,In-progress,20/12/2022 03:05:14,5,4,ACN
3102,In-progress,21/12/2022 18:16:59,1,3,DT
3290,In-progress,11/02/2023 09:31:51,5,1,ACN
3106,In-progress,08/01/2023 07:59:13,4,4,ACN
2641,New,22/01/2023 04:46:22,3,4,DT
2669,In-progress,31/01/2023 17:15:24,2,4,ACN
3160,New,16/01/2023 16:16:42,5,5,DT
2508,In-progress,31/12/2022 21:19:45,5,2,ACN
2777,In-progress,02/02/2023 23:50:52,3,3,DT
3417,In-progress,24/02/2023 08:00:02,5,3,ACN
3332,New,20/12/2022 04:01:21,5,2,DT
3144,New,03/02/2023 21:48:17,1,3,DT
2770,In-progress,13/01/2023 00:41:53,4,4,DT
3024,In-progress,10/12/2022 13:46:25,1,4,ACN
2536,In-progress,17/02/2023 23:12:39,4,5,DT
3323,New,02/02/2023 23:20:38,2,4,DT
3239,New,22/02/2023 19:20:01,4,3,DT
2892,New,15/01/2023 20:32:31,3,5,DT
3092,In-progress,25/12/2022 13:09:50,3,5,DT
3287,In-progress,05/02/2023 22:12:16,2,3,DT
3237,In-progress,06/12/2022 09:36:18,1,3,DT
3359,In-progress,06/12/2022 14:08:20,1,3,ACN
2766,In-progress,17/02/2023 05:35:26,5,5,ACN
3182,In-progress,25/01/2023 07:58:44,2,4,ACN
3073,In-progress,09/12/2022 18:06:06,1,3,DT
3364,New,22/01/2023 02:10:38,2,4,DT
3431,New,18/12/2022 10:37:43,5,4,DT
3022,New,07/02/2023 19:23:48,3,2,DT
2580,New,07/01/2023 17:18:10,1,4,DT
2749,New,08/02/2023 08:09:47,3,5,DT
2672,In-progress,15/12/2022 17:07:07,2,1,ACN
3325,In-progress,26/12/2022 13:53:55,1,4,DT
3495,In-progress,28/01/2023 13:28:26,3,2,DT
3489,New,30/01/2023 23:46:18,1,1,DT
3201,In-progress,12/01/2023 20:34:06,4,2,DT
3259,In-progress,17/02/2023 10:22:12,1,3,ACN
3297,In-progress,23/02/2023 07:37:49,1,3,DT
2579,In-progress,16/02/2023 03:38:42,4,2,ACN
3180,In-progress,12/12/2022 23:16:55,5,2,ACN
3468,New,13/02/2023 18:28:18,2,4,DT
3287,In-progress,28/01/2023 04:34:37,4,3,ACN
2527,New,09/02/2023 00:59:52,5,4,DT
2810,New,02/12/2022 15:59:23,5,5,DT
3224,New,17/01/2023 11:20:21,2,5,DT
2688,In-progress,07/01/2023 21:02:59,2,2,DT
3483,New,22/01/2023 10:03:55,2,2,DT
2634,In-progress,22/12/2022 12:02:54,3,4,ACN
2822,In-progress,12/12/2022 14:57:40,3,3,DT
3036,New,25/01/2023 07:17:16,2,4,DT
2538,New,28/12/2022 13:53:40,4,1,DT
2661,New,09/02/2023 14:27:46,1,1,DT
2878,In-progress,18/01/2023 13:50:29,1,3,DT
3183,In-progress,01/12/2022 11:13:20,4,2,ACN
2854,In-progress,28/02/2023 03:58:03,1,4,ACN
2584,In-progress,15/02/2023 08:34:40,1,1,DT
3186,In-progress,12/02/2023 07:29:29,1,3,DT
2811,In-progress,06/01/2023 22:45:53,4,2,DT
2572,In-progress,16/02/2023 05:51:43,5,5,DT
3024,New,07/02/2023 04:19:39,3,3,DT
3260,In-progress,27/02/2023 02:02:02,5,2,DT
2627,In-progress,09/12/2022 05:53:15,4,3,DT
3195,In-progress,09/02/2023 23:50:08,4,4,ACN
3143,New,28/12/2022 23:18:04,3,3,DT
3060,In-progress,03/02/2023 16:05:47,2,1,ACN
3010,In-progress,07/12/2022 21:35:44,5,4,DT
3026,New,23/01/2023 20:00:36,3,4,DT
2633,In-progress,22/01/2023 18:57:09,4,5,DT
2609,In-progress,09/01/2023 03:35:11,3,4,DT
2575,In-progress,20/02/2023 07:16:01,1,1,ACN
2882,New,13/12/2022 21:09:07,1,5,DT
3180,New,05/02/2023 22:10:06,2,3,DT
3076,In-progress,23/12/2022 00:13:19,4,5,DT
3053,In-progress,11/02/2023 20:26:19,3,2,ACN
2539,In-progress,28/02/2023 00:22:30,3,5,DT
2807,New,21/01/2023 13:14:24,1,4,DT
3098,New,14/01/2023 07:13:29,2,5,DT
3443,In-progress,04/01/2023 19:51:08,3,4,ACN
2991,In-progress,23/02/2023 23:44:07,1,2,ACN
3119,New,28/01/2023 15:45:57,3,3,DT
2626,In-progress,10/01/2023 05:35:08,1,4,ACN
3447,In-progress,08/12/2022 15:00:30,5,2,ACN
3494,In-progress,31/01/2023 14:55:49,5,3,DT
3457,New,03/02/2023 18:46:37,1,2,DT
3022,In-progress,11/01/2023 19:31:56,3,5,ACN
2669,In-progress,07/01/2023 07:06:45,1,3,DT
3483,In-progress,16/02/2023 06:57:30,1,3,DT
3340,New,26/02/2023 12:01:33,4,3,DT
2575,In-progress,28/12/2022 12:30:30,2,3,DT
3350,New,15/01/2023 15:27:17,1,4,DT
2979,In-progress,08/01/2023 03:50:55,3,2,DT
2567,In-progress,16/01/2023 20:07:06,3,2,DT
3425,In-progress,29/01/2023 11:21:59,5,3,DT
2827,In-progress,18/12/2022 02:01:37,1,3,DT
2980,New,17/12/2022 22:56:53,2,5,DT
2790,In-progress,27/01/2023 22:33:22,2,5,DT
2709,In-progress,03/01/2023 05:58:29,1,2,DT
3333,In-progress,22/01/2023 08:26:42,4,4,ACN
3027,In-progress,27/01/2023 11:28:58,2,2,DT
2760,In-progress,18/01/2023 10:55:07,2,1,DT
3206,In-progress,10/02/2023 11:16:21,1,3,DT
2773,In-progress,09/01/2023 23:59:04,4,2,ACN
2826,New,25/12/2022 23:24:35,3,1,DT
2872,New,15/12/2022 08:56:13,4,2,DT
2616,New,24/01/2023 01:03:20,3,5,DT
2590,In-progress,04/01/2023 02:21:36,1,1,ACN
2813,In-progress,02/01/2023 13:48:22,3,2,DT
3328,In-progress,13/01/2023 10:38:01,1,1,DT
